,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
317,denmark,1990,53.552,0.27,10.42,24488.0,28868.0,5609.3,8734.0,10.0,867.0,3.54,5146469
329,finland,2019,44.196,0.16,7.95,66667.0,83993.0,15201.5,17758.0,8020.0,32296.0,48.44,5525292
330,finland,2018,47.487,0.18,8.57,68063.0,84975.0,15399.9,17172.0,7434.0,32518.0,47.78,5517919
331,finland,2017,46.162,0.18,8.36,65426.0,83083.0,15070.1,17091.0,7364.0,31916.0,48.78,5513130
332,finland,2016,48.866,0.19,8.88,66545.0,82910.0,15065.6,16190.0,6600.0,30685.0,46.11,5503297
333,finland,2015,46.069,0.19,8.4,66410.0,80312.0,14636.0,16517.0,6022.0,30742.0,46.29,5487308
334,finland,2014,49.472,0.2,9.06,65676.0,80877.0,14780.7,16124.0,5637.0,26509.0,40.36,5471753
335,finland,2013,53.528,0.22,9.85,68630.0,81743.0,14995.3,16655.0,5431.0,25823.0,37.63,5451270
336,finland,2012,52.258,0.21,9.65,67909.0,82444.0,15192.5,15780.0,5189.0,28636.0,42.17,5426674
337,finland,2011,58.139,0.23,10.79,70650.0,81809.0,15146.4,15703.0,5163.0,24312.0,34.41,5401267
338,finland,2010,65.861,0.27,12.27,77334.0,85074.0,15826.8,15669.0,5143.0,24277.0,31.39,5375276
339,finland,2009,56.992,0.24,10.67,69206.0,78517.0,14672.2,15291.0,5000.0,21859.0,31.59,5351427
340,finland,2008,59.612,0.23,11.21,74442.0,83880.0,15748.3,15564.0,5072.0,27863.0,37.43,5326314
341,finland,2007,67.948,0.26,12.83,77963.0,87477.0,16503.6,16703.0,4974.0,24363.0,31.25,5300484
342,finland,2006,69.924,0.29,13.25,78842.0,87189.0,16522.5,16562.0,4883.0,22481.0,28.51,5276955
343,finland,2005,58.315,0.25,11.09,67865.0,81839.0,15571.8,16468.0,4841.0,23495.0,34.62,5255580
344,finland,2004,70.567,0.31,13.46,82063.0,83974.0,16035.9,16567.0,4785.0,25666.0,31.28,5236611
345,finland,2003,74.305,0.34,14.22,80304.0,81709.0,15653.9,16556.0,4721.0,19134.0,23.83,5219732
346,finland,2002,66.049,0.31,12.67,71535.0,80519.0,15465.7,16569.0,4610.0,19836.0,27.73,5206295
347,finland,2001,63.94,0.3,12.3,71237.0,78169.0,15047.2,16506.0,4568.0,21526.0,30.22,5194901
348,finland,2000,57.871,0.28,11.15,67075.0,76207.0,14708.6,16260.0,4422.0,23296.0,34.73,5181115
349,finland,1999,59.476,0.3,11.49,66683.0,75100.0,14522.5,14926.0,2881.0,21398.0,32.09,5171302
350,finland,1998,60.145,0.32,11.65,67473.0,73817.0,14306.6,15026.0,2881.0,24616.0,36.48,5159646
351,finland,1997,63.395,0.36,12.31,65528.0,70650.0,13725.4,14585.0,2861.0,20319.0,31.01,5147349
352,finland,1996,65.467,0.39,12.74,66368.0,67314.0,13115.7,13463.0,2785.0,17897.0,26.97,5132320
353,finland,1995,59.425,0.37,11.61,61299.0,65302.0,12762.2,13281.0,2777.0,19416.0,31.67,5116826
354,finland,1994,62.845,0.41,12.33,62865.0,66486.0,13039.7,13002.0,2736.0,18142.0,28.86,5098754
355,finland,1993,56.116,0.38,11.06,58645.0,63494.0,12504.0,13023.0,2731.0,19304.0,32.92,5077912
356,finland,1992,54.724,0.37,10.85,55507.0,60878.0,12043.2,12271.0,2679.0,19909.0,35.87,5054982
357,finland,1991,57.723,0.37,11.5,60360.0,64899.0,12905.0,12344.0,2648.0,18065.0,29.93,5029002
358,finland,1990,57.279,0.35,11.46,57005.0,64984.0,13000.8,12237.0,2621.0,15906.0,27.9,4998478
370,greece,2019,72.505,0.23,6.52,44260.0,50511.0,4712.5,20039.0,9264.0,16368.0,36.98,10718565
371,greece,2018,69.69,0.22,6.25,50321.0,51357.0,4788.7,19139.0,8364.0,15726.0,31.25,10724599
372,greece,2017,70.905,0.23,6.35,52672.0,57807.0,5381.8,18963.0,8030.0,13800.0,26.2,10741165
373,greece,2016,70.565,0.23,6.31,52048.0,56887.0,5282.9,18698.0,7768.0,15101.0,29.01,10768193
374,greece,2015,70.558,0.23,6.29,49272.0,53985.0,5006.2,18475.0,7482.0,14646.0,29.72,10783748
375,greece,2014,72.26,0.24,6.41,47991.0,52661.0,4850.0,18480.0,7354.0,12265.0,25.56,10858018
376,greece,2013,74.996,0.25,6.62,54528.0,52520.0,4806.6,18855.0,7016.0,14425.0,26.45,10926807
377,greece,2012,82.464,0.26,7.25,57456.0,57630.0,5237.4,17751.0,5914.0,10011.0,17.42,11003615
378,greece,2011,87.09,0.26,7.62,55988.0,56400.0,5087.3,16524.0,4865.0,8243.0,14.72,11086406
379,greece,2010,90.015,0.24,7.86,54524.0,56447.0,5074.6,15184.0,4100.0,10622.0,19.48,11123392
380,greece,2009,97.203,0.24,8.49,57751.0,58896.0,5296.7,14499.0,3802.0,8150.0,14.11,11119289
381,greece,2008,103.069,0.25,9.03,59091.0,59651.0,5376.6,14253.0,3594.0,5736.0,9.71,11094745
382,greece,2007,107.159,0.26,9.42,58862.0,58357.0,5276.0,13686.0,3382.0,4593.0,7.8,11060937
383,greece,2006,103.524,0.26,9.13,56711.0,55813.0,5057.3,13570.0,3223.0,7645.0,13.48,11036008
384,greece,2005,104.855,0.27,9.28,55954.0,54136.0,4919.3,13306.0,2947.0,6456.0,11.54,11004716
385,greece,2004,102.63,0.27,9.11,55376.0,52997.0,4831.1,12431.0,2919.0,6010.0,10.85,10969912
386,greece,2003,102.914,0.29,9.15,54504.0,51671.0,4722.9,12080.0,2798.0,5985.0,10.98,10940369
387,greece,2002,99.162,0.29,8.84,50618.0,49535.0,4538.0,11576.0,2713.0,3657.0,7.22,10915770
388,greece,2001,99.131,0.3,8.86,49784.0,47340.0,4347.8,10992.0,2694.0,3014.0,6.05,10888274
389,greece,2000,97.086,0.31,8.71,50262.0,45978.0,4243.1,10904.0,2635.0,4270.0,8.5,10835989
390,greece,1999,89.947,0.3,8.11,46581.0,43400.0,4027.6,10603.0,2344.0,4904.0,10.53,10775627
391,greece,1998,89.668,0.3,8.13,43546.0,41983.0,3906.2,9928.0,2241.0,3910.0,8.98,10747768
392,greece,1997,86.169,0.3,7.86,40806.0,39836.0,3725.4,9497.0,2412.0,3992.0,9.78,10693250
393,greece,1996,85.161,0.31,7.83,40026.0,38115.0,3585.9,9048.0,2207.0,4458.0,11.14,10629267
394,greece,1995,85.265,0.32,7.9,38897.0,36530.0,3450.0,8865.0,2208.0,3632.0,9.34,10588332
395,greece,1994,82.222,0.32,7.7,37991.0,35206.0,3341.5,8846.0,2208.0,2686.0,7.07,10535973
396,greece,1993,80.701,0.32,7.64,35861.0,33652.0,3208.1,8766.0,2208.0,2399.0,6.69,10489871
397,greece,1992,81.203,0.32,7.77,35031.0,32960.0,3159.8,8912.0,2208.0,2326.0,6.64,10430958
398,greece,1991,79.122,0.31,7.65,33724.0,31482.0,3036.7,8862.0,2197.0,3070.0,9.1,10367163
399,greece,1990,79.086,0.32,7.72,32681.0,30526.0,2971.6,8458.0,2093.0,1753.0,5.36,10272691
411,hungary,2019,50.437,0.16,5.22,32273.0,41565.0,4254.5,10035.0,2340.0,5044.0,15.63,9769526
412,hungary,2018,50.402,0.17,5.2,30407.0,41398.0,4236.0,9418.0,1679.0,4121.0,13.55,9772756
413,hungary,2017,50.712,0.18,5.22,31219.0,40641.0,4156.2,8999.0,1273.0,3760.0,12.04,9778371
414,hungary,2016,48.185,0.17,4.94,30287.0,39432.0,4024.7,8899.0,1132.0,3542.0,11.69,9797561
415,hungary,2015,47.325,0.17,4.84,28813.0,38804.0,3947.4,8870.0,1125.0,3426.0,11.89,9830485
416,hungary,2014,44.578,0.17,4.54,27899.0,37657.0,3820.9,8961.0,1065.0,3317.0,11.89,9855571
417,hungary,2013,44.468,0.18,4.52,28726.0,36940.0,3739.8,8307.0,786.0,2916.0,10.15,9877365
418,hungary,2012,47.381,0.19,4.8,32633.0,36916.0,3725.6,9289.0,751.0,2757.0,8.45,9908798
419,hungary,2011,51.06,0.21,5.16,33986.0,36845.0,3709.7,9543.0,918.0,2837.0,8.35,9931925
420,hungary,2010,51.957,0.21,5.23,35158.0,36552.0,3660.4,8882.0,885.0,3168.0,9.01,9985722
421,hungary,2009,51.164,0.21,5.14,33730.0,35639.0,3558.8,8816.0,788.0,3010.0,8.92,10014324
422,hungary,2008,57.289,0.22,5.73,37707.0,37722.0,3760.5,8617.0,604.0,2469.0,6.55,10030975
423,hungary,2007,58.367,0.23,5.82,37749.0,37776.0,3760.5,8546.0,478.0,2027.0,5.37,10045401
424,hungary,2006,59.67,0.23,5.93,33658.0,36901.0,3665.8,8509.0,454.0,1623.0,4.82,10066158
425,hungary,2005,60.043,0.24,5.95,33742.0,36028.0,3575.4,8475.0,435.0,1940.0,5.75,10076581
426,hungary,2004,59.745,0.25,5.91,31860.0,35348.0,3500.7,8522.0,270.0,960.0,3.01,10097549
427,hungary,2003,61.533,0.27,6.07,32224.0,34923.0,3452.0,8200.0,126.0,367.0,1.14,10116742
428,hungary,2002,58.899,0.27,5.79,34141.0,33998.0,3352.1,8403.0,120.0,264.0,0.77,10142362
429,hungary,2001,59.819,0.29,5.87,34388.0,32883.0,3231.8,8282.0,79.0,311.0,0.9,10174853
430,hungary,2000,58.382,0.29,5.71,33237.0,31837.0,3121.2,8160.0,79.0,296.0,0.89,10200298
431,hungary,1999,61.54,0.32,6.0,35724.0,31895.0,3120.3,7725.0,48.0,299.0,0.84,10221644
432,hungary,1998,61.193,0.33,5.95,35216.0,31040.0,3027.3,7730.0,48.0,265.0,0.75,10253416
433,hungary,1997,61.405,0.35,5.96,33520.0,30933.0,3009.1,7393.0,48.0,309.0,0.92,10279724
434,hungary,1996,62.642,0.36,6.06,33229.0,30740.0,2984.1,7395.0,48.0,296.0,0.89,10301247
435,hungary,1995,61.473,0.36,5.94,32227.0,29883.0,2895.3,7263.0,48.0,264.0,0.82,10321229
436,hungary,1994,62.191,0.37,6.0,31743.0,29590.0,2862.6,7179.0,48.0,249.0,0.78,10336700
437,hungary,1993,62.399,0.38,6.02,31163.0,29299.0,2830.9,7266.0,48.0,241.0,0.77,10350010
438,hungary,1992,61.673,0.37,5.95,30026.0,30514.0,2943.9,7143.0,48.0,247.0,0.82,10365035
439,hungary,1991,68.443,0.4,6.6,28360.0,31851.0,3070.4,7054.0,48.0,240.0,0.85,10373647
440,hungary,1990,72.172,0.37,6.95,26909.0,34143.0,3291.5,7110.0,48.0,210.0,0.78,10373153
452,ireland,2019,36.615,0.08,7.55,29818.0,28189.0,5678.2,10917.0,4572.0,12064.0,40.46,4964440
453,ireland,2018,38.826,0.09,8.08,29410.0,27147.0,5535.5,10765.0,4077.0,10494.0,35.68,4904240
454,ireland,2017,39.002,0.1,8.19,29172.0,26317.0,5448.2,10398.0,3711.0,9034.0,30.97,4830392
455,ireland,2016,40.087,0.12,8.48,28616.0,25769.0,5386.0,9755.0,3112.0,7579.0,26.49,4784383
456,ireland,2015,38.299,0.11,8.15,26641.0,25230.0,5338.2,9416.0,2770.0,7927.0,29.75,4726286
457,ireland,2014,36.69,0.14,7.83,24418.0,24539.0,5246.1,8999.0,2602.0,6454.0,26.43,4677627
458,ireland,2013,36.897,0.15,7.88,24137.0,24362.0,5252.9,8864.0,2319.0,5687.0,23.56,4637852
459,ireland,2012,37.978,0.15,8.12,25690.0,24101.0,5228.2,8528.0,2006.0,5299.0,20.63,4609779
460,ireland,2011,37.369,0.15,8.01,25849.0,24311.0,5297.4,8588.0,1913.0,5415.0,20.95,4589287
461,ireland,2010,41.689,0.17,9.01,26591.0,24963.0,5461.3,8310.0,1648.0,3722.0,14.0,4570881
462,ireland,2009,41.966,0.17,9.19,26296.0,24959.0,5486.2,7433.0,1536.0,4100.0,15.59,4549428
463,ireland,2008,47.043,0.19,10.48,28127.0,26355.0,5829.1,7229.0,1298.0,3578.0,12.72,4521322
464,ireland,2007,47.813,0.18,10.87,26142.0,25300.0,5675.5,7407.0,1243.0,2787.0,10.66,4457765
465,ireland,2006,48.49,0.19,11.27,25423.0,25085.0,5779.7,6446.0,1010.0,2468.0,9.71,4340118
466,ireland,2005,47.492,0.2,11.27,24009.0,24004.0,5704.1,6175.0,771.0,1867.0,7.78,4208156
467,ireland,2004,45.512,0.2,11.02,23582.0,23120.0,5623.0,5803.0,599.0,1388.0,5.89,4111672
468,ireland,2003,45.096,0.21,11.14,23239.0,22369.0,5552.1,5645.0,469.0,1132.0,4.87,4028851
469,ireland,2002,45.461,0.22,11.43,23244.0,21781.0,5494.5,5430.0,393.0,1373.0,5.91,3964191
470,ireland,2001,46.621,0.24,11.93,23053.0,20896.0,5358.3,4720.0,379.0,1021.0,4.43,3899702
471,ireland,2000,44.408,0.24,11.54,22171.0,20249.0,5283.0,4711.0,370.0,1177.0,5.31,3832783
472,ireland,1999,42.066,0.25,11.08,20396.0,18790.0,4974.1,4267.0,236.0,1116.0,5.47,3777565
473,ireland,1998,40.523,0.26,10.8,19567.0,17728.0,4750.3,4385.0,233.0,1161.0,5.93,3732006
474,ireland,1997,38.109,0.27,10.27,18439.0,16771.0,4540.9,4233.0,233.0,802.0,4.35,3693386
475,ireland,1996,36.856,0.29,10.02,17711.0,15941.0,4361.5,4178.0,232.0,756.0,4.27,3654955
476,ireland,1995,35.487,0.3,9.72,16496.0,14968.0,4134.7,4054.0,227.0,737.0,4.47,3620065
477,ireland,1994,34.786,0.32,9.59,15770.0,14286.0,3971.0,3904.0,227.0,943.0,5.98,3597617
478,ireland,1993,33.61,0.33,9.32,15130.0,13701.0,3823.7,3927.0,226.0,785.0,5.19,3583154
479,ireland,1992,33.28,0.34,9.27,14778.0,13372.0,3746.3,3927.0,226.0,814.0,5.51,3569367
480,ireland,1991,33.404,0.35,9.34,13977.0,12605.0,3553.2,3811.0,226.0,738.0,5.28,3547492
481,ireland,1990,32.891,0.35,9.22,13290.0,12014.0,3412.1,3807.0,223.0,690.0,5.19,3520977
493,netherlands,2019,157.822,0.16,9.21,117664.0,113460.0,6517.9,36946.0,12944.0,25015.0,21.26,17407585
494,netherlands,2018,163.64,0.17,9.58,109393.0,112030.0,6482.4,35108.0,10324.0,21489.0,19.64,17282163
495,netherlands,2017,168.855,0.18,9.91,112933.0,111025.0,6462.1,33820.0,8283.0,20737.0,18.36,17181084
496,netherlands,2016,171.108,0.19,10.07,110571.0,110052.0,6442.8,34259.0,7559.0,17870.0,16.16,17081507
497,netherlands,2015,170.728,0.19,10.08,106047.0,109532.0,6451.0,33874.0,6097.0,16801.0,15.84,16979120
498,netherlands,2014,162.793,0.18,9.64,97990.0,107783.0,6377.4,31718.0,5161.0,13419.0,13.69,16900726
499,netherlands,2013,170.265,0.2,10.11,96387.0,109491.0,6506.0,30440.0,4813.0,13927.0,14.45,16829289
500,netherlands,2012,171.435,0.2,10.21,97930.0,109849.0,6546.6,29814.0,4337.0,14383.0,14.69,16779575
501,netherlands,2011,174.071,0.2,10.4,108001.0,111892.0,6688.0,28025.0,4143.0,14202.0,13.15,16730348
502,netherlands,2010,186.297,0.22,11.17,112912.0,110054.0,6607.5,26658.0,3924.0,12914.0,11.44,16655799
503,netherlands,2009,174.866,0.2,10.52,107484.0,107970.0,6514.0,25970.0,3700.0,12477.0,11.61,16574989
504,netherlands,2008,180.021,0.2,10.87,101869.0,113061.0,6858.1,24849.0,3602.0,11143.0,10.94,16485787
505,netherlands,2007,178.797,0.21,10.83,99453.0,112402.0,6851.6,23775.0,2925.0,9267.0,9.32,16405399
506,netherlands,2006,177.547,0.21,10.8,93079.0,110005.0,6724.8,22950.0,3030.0,9616.0,10.33,16357992
507,netherlands,2005,181.892,0.23,11.11,94768.0,108588.0,6647.9,21801.0,2722.0,9133.0,9.64,16334210
508,netherlands,2004,186.53,0.24,11.45,96745.0,108558.0,6657.7,21834.0,2068.0,6836.0,7.07,16305526
509,netherlands,2003,184.047,0.24,11.36,91395.0,104105.0,6403.3,20928.0,1684.0,5549.0,6.07,16258032
510,netherlands,2002,181.829,0.23,11.29,90550.0,102705.0,6342.8,20878.0,1484.0,5434.0,6.0,16192572
511,netherlands,2001,181.292,0.23,11.32,88371.0,101454.0,6299.4,20383.0,1174.0,4749.0,5.37,16105285
512,netherlands,2000,176.629,0.23,11.09,84557.0,99368.0,6215.6,21063.0,1068.0,4428.0,5.24,15987075
513,netherlands,1999,175.914,0.24,11.11,80820.0,95110.0,5995.4,19705.0,37.0,3883.0,4.8,15863950
514,netherlands,1998,180.723,0.26,11.48,84897.0,92744.0,5884.7,19324.0,37.0,3646.0,4.29,15760225
515,netherlands,1997,179.997,0.27,11.5,80672.0,89550.0,5720.5,19303.0,37.0,3267.0,4.05,15654192
516,netherlands,1996,187.887,0.3,12.07,80229.0,87453.0,5617.8,19647.0,37.0,2910.0,3.63,15567107
517,netherlands,1995,177.478,0.29,11.47,76396.0,84427.0,5449.1,18409.0,37.0,2290.0,3.0,15493889
518,netherlands,1994,170.604,0.29,11.1,75219.0,82480.0,5347.5,17868.0,37.0,2020.0,2.69,15424122
519,netherlands,1993,170.07,0.3,11.14,72603.0,79759.0,5198.9,17151.0,37.0,1815.0,2.5,15341553
520,netherlands,1992,165.927,0.29,10.94,72799.0,78331.0,5140.1,17149.0,37.0,1623.0,2.23,15239182
521,netherlands,1991,167.785,0.3,11.14,70203.0,76069.0,5028.0,17243.0,37.0,1468.0,2.09,15129150
522,netherlands,1990,161.396,0.3,10.78,67975.0,73056.0,4867.0,17315.0,37.0,1407.0,2.07,15010445
534,romania,2019,80.771,0.14,4.15,55022.0,50039.0,2588.9,23567.0,10903.0,24708.0,44.91,19328838
535,romania,2018,81.824,0.15,4.18,61588.0,51988.0,2677.8,23573.0,10887.0,26017.0,42.24,19414458
536,romania,2017,80.905,0.15,4.11,61069.0,51182.0,2620.2,23603.0,10872.0,24137.0,39.52,19533481
537,romania,2016,77.636,0.16,3.93,61785.0,49643.0,2527.1,23592.0,10897.0,26789.0,43.36,19643949
538,romania,2015,79.442,0.17,4.0,63029.0,49140.0,2486.8,23837.0,10933.0,26036.0,41.31,19760585
539,romania,2014,78.761,0.17,3.94,62366.0,48143.0,2422.8,23867.0,10887.0,26940.0,43.2,19870647
540,romania,2013,79.055,0.18,3.94,55753.0,46716.0,2342.0,22883.0,9829.0,19999.0,35.87,19947311
541,romania,2012,86.705,0.2,4.3,55727.0,48918.0,2443.5,21691.0,8354.0,14805.0,26.57,20020074
542,romania,2011,88.966,0.21,4.38,58816.0,49769.0,2476.6,20421.0,7413.0,16169.0,27.49,20095996
543,romania,2010,82.605,0.2,4.04,57674.0,48342.0,2393.3,19471.0,6442.0,20103.0,34.86,20199059
544,romania,2009,85.222,0.2,4.13,54747.0,45423.0,2238.2,19453.0,6384.0,15399.0,28.13,20294683
545,romania,2008,104.496,0.23,5.02,61702.0,50264.0,2459.1,19635.0,6382.0,17052.0,27.64,20440290
546,romania,2007,106.248,0.26,5.05,58605.0,49764.0,2411.6,20507.0,6349.0,15844.0,27.04,20635460
547,romania,2006,108.89,0.28,5.13,59737.0,48886.0,2313.5,19310.0,6283.0,18176.0,30.43,21130503
548,romania,2005,104.675,0.29,4.88,56750.0,47767.0,2247.1,19038.0,6290.0,20012.0,35.26,21257016
549,romania,2004,106.215,0.31,4.92,53991.0,46752.0,2186.5,20281.0,6279.0,16352.0,30.29,21382354
550,romania,2003,108.47,0.35,4.99,52423.0,45565.0,2117.2,20023.0,6248.0,13129.0,25.04,21521142
551,romania,2002,102.773,0.34,4.7,52179.0,42639.0,1971.5,20314.0,6242.0,15886.0,30.45,21627509
552,romania,2001,102.936,0.36,4.68,51298.0,43107.0,1974.4,21518.0,6122.0,14774.0,28.8,21833483
553,romania,2000,97.045,0.36,4.39,49653.0,42354.0,1888.2,22560.0,6120.0,14630.0,29.46,22430457
554,romania,1999,92.792,0.35,4.16,48506.0,41389.0,1843.2,22891.0,6082.0,18107.0,37.33,22455485
555,romania,1998,108.503,0.41,4.83,51142.0,45158.0,2008.0,23212.0,6081.0,18701.0,36.57,22488595
556,romania,1997,123.785,0.46,5.47,54649.0,48270.0,2142.9,23489.0,6074.0,17345.0,31.74,22526093
557,romania,1996,134.737,0.47,5.91,58063.0,51684.0,2288.7,23501.0,6038.0,15597.0,26.86,22581862
558,romania,1995,131.2,0.48,5.71,56548.0,50154.0,2213.7,22276.0,6011.0,16529.0,29.23,22656145
559,romania,1994,125.083,0.48,5.41,52481.0,48186.0,2121.6,22060.0,5938.0,12916.0,24.61,22712394
560,romania,1993,127.907,0.51,5.5,52790.0,49034.0,2155.5,22261.0,5872.0,12709.0,24.07,22748027
561,romania,1992,136.055,0.55,5.82,51532.0,50139.0,2201.2,22268.0,5687.0,11640.0,22.59,22778533
562,romania,1991,151.546,0.56,6.46,54210.0,53477.0,2344.5,22268.0,5723.0,14107.0,26.02,22810035
563,romania,1990,186.651,0.6,7.95,61000.0,64647.0,2787.4,22478.0,5666.0,10872.0,17.82,23192274
575,sweden,2019,44.677,0.08,4.44,165742.0,128739.0,12465.5,42584.0,31783.0,99698.0,60.15,10327589
576,sweden,2018,42.945,0.08,4.3,158097.0,130337.0,12740.4,41198.0,29836.0,92302.0,58.38,10230185
577,sweden,2017,44.429,0.09,4.48,160982.0,132495.0,13092.0,39428.0,28837.0,96247.0,59.79,10120242
578,sweden,2016,44.986,0.09,4.57,152889.0,132585.0,13264.9,40289.0,28558.0,90345.0,59.09,9995153
579,sweden,2015,44.133,0.09,4.52,159343.0,129755.0,13171.7,39651.0,27388.0,103121.0,64.72,9851017
580,sweden,2014,44.038,0.09,4.55,150256.0,127298.0,13059.8,38690.0,25947.0,86330.0,57.46,9747355
581,sweden,2013,44.255,0.1,4.6,149527.0,129522.0,13429.1,37981.0,25194.0,83330.0,55.73,9644864
582,sweden,2012,46.146,0.1,4.84,163043.0,132509.0,13866.7,37801.0,24776.0,98867.0,60.64,9555893
583,sweden,2011,49.259,0.11,5.2,147204.0,129402.0,13645.8,35230.0,23312.0,85023.0,57.76,9482855
584,sweden,2010,53.514,0.12,5.7,145745.0,137238.0,14575.6,36780.0,22608.0,83172.0,57.07,9415570
585,sweden,2009,47.469,0.11,5.1,133530.0,128310.0,13736.7,35482.0,21914.0,79900.0,59.84,9340682
586,sweden,2008,51.11,0.12,5.53,146363.0,133417.0,14413.6,34001.0,20471.0,81605.0,55.76,9256347
587,sweden,2007,53.098,0.12,5.79,145261.0,135916.0,14801.0,34260.0,20516.0,77582.0,53.41,9182927
588,sweden,2006,55.406,0.13,6.09,140431.0,135604.0,14879.9,33669.0,20731.0,71447.0,50.88,9113257
589,sweden,2005,55.975,0.14,6.19,154580.0,135479.0,14973.8,32824.0,19778.0,81369.0,52.64,9047752
590,sweden,2004,59.007,0.15,6.56,148438.0,135399.0,15025.4,33693.0,18712.0,68383.0,46.07,9011392
591,sweden,2003,60.542,0.16,6.76,130914.0,133077.0,14826.4,33368.0,18361.0,58522.0,44.7,8975670
592,sweden,2002,59.776,0.16,6.7,142183.0,135654.0,15172.5,32499.0,18407.0,70745.0,49.76,8940788
593,sweden,2001,58.39,0.16,6.56,156834.0,137739.0,15460.4,33813.0,18788.0,82774.0,52.78,8909128
594,sweden,2000,58.431,0.16,6.58,141293.0,135156.0,15215.5,33675.0,18300.0,82598.0,58.46,8882792
595,sweden,1999,62.162,0.18,7.01,150330.0,132392.0,14940.3,31656.0,16432.0,74215.0,49.37,8861426
596,sweden,1998,63.462,0.19,7.15,154111.0,132670.0,14983.6,31414.0,16169.0,77610.0,50.36,8854322
597,sweden,1997,62.427,0.2,7.04,144716.0,131792.0,14895.8,32958.0,16371.0,71404.0,49.34,8847625
598,sweden,1996,68.502,0.22,7.73,135619.0,131409.0,14857.7,32521.0,15776.0,53560.0,39.49,8844499
599,sweden,1995,63.014,0.21,7.13,143626.0,131873.0,14922.0,32268.0,15725.0,69945.0,48.7,8837496
600,sweden,1994,63.22,0.22,7.19,137814.0,129062.0,14638.9,33196.0,16072.0,60864.0,44.16,8816381
601,sweden,1993,60.883,0.22,6.96,140774.0,130160.0,14883.8,33538.0,15867.0,76190.0,54.12,8745109
602,sweden,1992,61.115,0.21,7.04,141432.0,129713.0,14923.2,33486.0,16021.0,75692.0,53.52,8692013
603,sweden,1991,58.509,0.2,6.78,142098.0,132002.0,15270.7,33237.0,15891.0,64537.0,45.42,8644120
604,sweden,1990,58.11,0.2,6.78,141531.0,130235.0,15160.1,32807.0,15904.0,73789.0,52.14,8590630
616,iceland,2019,3.536,0.17,10.38,19352.0,18821.0,51687.2,2980.0,2864.0,19349.0,99.99,364134
617,iceland,2018,3.801,0.19,11.25,19695.0,19141.0,53616.8,2978.0,2862.0,19693.0,99.99,356991
618,iceland,2017,3.864,0.2,11.53,19072.0,18481.0,53037.4,2827.0,2711.0,19070.0,99.99,348450
619,iceland,2016,3.615,0.2,10.87,18172.0,17683.0,52262.1,2776.0,2659.0,18169.0,99.98,338349
620,iceland,2015,3.664,0.21,11.09,18559.0,17983.0,54078.8,2775.0,2658.0,18555.0,99.98,332529
621,iceland,2014,3.571,0.22,10.87,17804.0,17306.0,52585.3,2767.0,2653.0,17801.0,99.98,329100
622,iceland,2013,3.746,0.23,11.45,18000.0,17626.0,54121.2,2766.0,2652.0,17995.0,99.97,325671
623,iceland,2012,3.665,0.24,11.26,17426.0,16940.0,52631.5,2657.0,2543.0,17423.0,99.98,321857
624,iceland,2011,3.617,0.24,11.18,17086.0,16583.0,51890.4,2669.0,2549.0,17084.0,99.99,319575
625,iceland,2010,3.749,0.25,11.7,16977.0,16278.0,51115.7,2579.0,2458.0,16975.0,99.99,318452
626,iceland,2009,3.843,0.25,12.16,16711.0,16203.0,51011.8,2571.0,2451.0,16709.0,99.99,317630
627,iceland,2008,3.802,0.23,12.23,16343.0,15767.0,49369.0,2574.0,2455.0,16341.0,99.99,319368
628,iceland,2007,3.5,0.21,11.47,11893.0,11398.0,36131.1,2363.0,2244.0,11891.0,99.98,315459
629,iceland,2006,3.281,0.22,10.95,9857.0,9444.0,30694.3,1725.0,1586.0,9853.0,99.96,307672
630,iceland,2005,3.173,0.22,10.76,8616.0,8235.0,27459.0,1538.0,1396.0,8611.0,99.95,299891
631,iceland,2004,3.202,0.24,11.0,8552.0,8170.0,27828.3,1508.0,1366.0,8548.0,99.96,293577
632,iceland,2003,3.116,0.25,10.82,8429.0,7939.0,27320.9,1507.0,1357.0,8423.0,99.93,290570
633,iceland,2002,3.143,0.26,11.02,8346.0,7951.0,27561.3,1506.0,1357.0,8340.0,99.93,288471
634,iceland,2001,2.971,0.24,10.5,7967.0,7614.0,26568.1,1460.0,1311.0,7963.0,99.95,286575
635,iceland,2000,2.865,0.25,10.22,7620.0,7304.0,25775.3,1383.0,1236.0,7615.0,99.94,283361
